UEI,Start_Date,End_Date,Duration(Days),Main Cause,Location,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage,Event Source
UEI-IMD-FL-2014-0043,10/4/2014,4/16/2014,Diffing the dates,Heavy rains,"Alappuzha, Kasaragod, Kozhikode, Thiruvananthapuram, Thrissur and Wayanad",KERALA,NA,NA,NA,NA,6,NA,NA,NA,6 persons died including 2 children.,"i) Thousands of banana, rubber and betel-leaves plantations and crops in Neyyattinkara & Katakkada Tehsils damaged. ii) Several electric and electronic equipments damaged. iii) Damage worth rupees lakhs reported. iv)Roofs of several houses blown away. v) 10 houses completely and 15 partially damaged. vi)Low lying areas inundated. vii)Several trees/electric poles uprooted causing disruption in vehicular traffic and power supply.",IMD
UEI-IMD-FL-2014-0044,4/19/2014,4/30/2014,11,Heavy rains,Thiruvananthapuram and Wayanad,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) About 10,000 banana plantations in more than 3 acres of land damaged. Jackfruit and mango trees uprooted. ii) Acres of banana, tapioca and coconut plantations damaged. iii)About 100 houses completely and 400 partially damaged. iv)About 160 electric poles and more than 50 trees uprooted causing disruption traffic and power supply.",IMD
UEI-IMD-FL-2014-0045,7/15/2014,7/16/2014,1,Heavy rains,Burhanpur and Vidisha,MADHYA PRADESH,NA,NA,NA,NA,7,9,NA,NA,7 boys died due to wall collapse in Daulatpur area and 9 others injured while other died in Vidisha.,NA,IMD
UEI-IMD-FL-2014-0046,7/20/2014,7/25/2014,5,Heavy rains,"Betul, Harda, Hoshangabad, Indore, Khargone and Raisen",MADHYA PRADESH,NA,NA,NA,NA,16,NA,NA,NA,16 persons died.,Damage to the standing crops reported. More than 1200 villages affected.,IMD
UEI-IMD-FL-2014-0047,3/3/2014,4/3/2014,31,Heavy rains,Washim,MAHARASHTRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extensive damage to the gram crops reported.,IMD
UEI-IMD-FL-2014-0048,9/3/2014,9/3/2014,0,Heavy rains,Sangli,MAHARASHTRA,NA,NA,NA,NA,1,NA,NA,NA,One woman died due to wall collapse.,NA,IMD
UEI-IMD-FL-2014-0049,4/19/2014,4/19/2014,0,Heavy rains,"Buldhana, Pune and Washim",MAHARASHTRA,NA,NA,NA,NA,NA,NA,NA,10000,"About 10,000 poultry birds in Pune perished.","Damage to the corn, peanut and awla crops reported.",IMD
UEI-IMD-FL-2014-0050,10/6/2014,10/6/2014,0,Heavy rains,Ahmednagar,MAHARASHTRA,NA,NA,NA,NA,2,NA,NA,NA,2 persons died due to wall collapse.,NA,IMD
UEI-IMD-FL-2014-0051,7/13/2014,7/13/2014,0,Heavy rains,Mumbai,MAHARASHTRA,NA,NA,NA,NA,4,NA,NA,NA,"One person died due to roof fell in Colaba, 3 others due to wall collapse in Shiwadi and Malad.",NA,IMD
UEI-IMD-FL-2014-0052,7/23/2014,7/28/2014,5,Heavy rains,Nagpur (Maharashtra),MAHARASHTRA,NA,NA,NA,NA,1,NA,NA,NA,One student drowned.,i) Many areas flooded. ii) An electric substation damaged.,IMD
UEI-IMD-FL-2014-0053,7/31/2014,7/31/2014,0,Heavy rains,Mumbai,MAHARASHTRA,NA,NA,NA,NA,1,NA,NA,NA,One died due to landslide in Chembur.,NA,IMD
UEI-IMD-FL-2014-0054,5/8/2014,5/8/2014,0,Heavy rains,"Pune (Malin village, Ambegaon Taluka)",MAHARASHTRA,NA,NA,NA,NA,144,NA,NA,NA,144 people buried under the massive landslide.,Most of the houses of the village were hit by the landslide.,IMD
UEI-IMD-FL-2014-0055,5/8/2014,6/8/2014,31,Heavy rains,"Bhandara, Gondia and Ratnagiri",MAHARASHTRA,NA,NA,NA,NA,3,NA,NA,NA,3 persons died.,"Landslides reported in Khed taluka and Poladpur-Mahabaleshwar road. Bhandara, Gondia i) 7 houses completely and 100 houses partially damaged. ii) 33 cattle sheds damaged.",IMD
UEI-IMD-FL-2014-0056,8/9/2014,9/9/2014,31,Heavy rains,"Chandrapur, Gadchiroli and Wardha",MAHARASHTRA,NA,NA,NA,NA,1,NA,NA,NA,One woman died due to house collapse.,i) Armori village submerged. ii) Several linking roads cut off.,IMD
UEI-IMD-FL-2014-0057,9/23/2014,9/30/2014,7,Heavy rain,Districts of Garo hills,MEGHALAYA,NA,NA,NA,NA,45,NA,NA,NA,About 45 persons died while many of them died in the massive landslides.,"i) Landslides reported. ii) Many villages inundated affecting about 1 lakh people in the district. iii) Many houses washed away. iv)People shifted to safer places. v) NH-51, roads and many bridges damaged and washed away.",IMD
UEI-IMD-FL-2014-0058,5/27/2014,5/28/2014,1,Heavy rain,Balangir and Nayapara,ODISHA,NA,NA,NA,NA,1,NA,NA,NA,One person died and other injured.,NA,IMD
UEI-IMD-FL-2014-0059,7/19/2014,7/24/2014,5,Heavy rain,"Balasore, Bhadrak, Bargarh, Jajpur, Kalahandi, Keonjhar, Khurda, Mayurbhanj, Nuapada and Sundergarh",ODISHA,NA,NA,NA,NA,12,NA,NA,38,i) 12 persons died. ii) 38 livestock perished.,"i) Damage to the crops in 11,000 ha. cropland reported. ii) Baitarani river breached its embankment. iii) Damage to many houses reported. iv)About 10,000 people were evacuated and moved to safer places. v) Gushing waters have washed roads while disrupting public transport in many places.",IMD
UEI-IMD-FL-2014-0060,7/27/2014,7/30/2014,3,Heavy rain,"Bargarh, Balangir, Boudh, Kandhamal, Koraput and Nayagarh",ODISHA,NA,NA,NA,NA,3,NA,NA,NA,3 persons died.,i) Extensive damage to the crops reported. ii) Damage to many houses reported.,IMD
UEI-IMD-FL-2014-0061,3/8/2014,8/16/2014,161,"Flood (Baitrani, Budhaba langa, Subarnarekha and Mahanadi)","Most parts of Odisha (worst affected Bhadrak, Cuttack, Jagatsinghpur, Jajpur, Jharsuguda, Kendrapada, Khurda and Puri)",ODISHA,NA,NA,NA,NA,45,NA,NA,149,i) 45 people died. ii) 149 livestock perished.,"i) Damage to the crops in 3,67,691 ha. area affected. ii) Damage to the 45,953 houses reported. iii)Across 23 districts near about 830 villages marooned. iv)32.9 lakh people affected. v) Thousands of people shifted to safer places.",IMD
UEI-IMD-FL-2014-0062,5/9/2014,9/9/2014,123,Heavy rain,"Boudh, Gajapati, Khandhamal, Nayagarh and Subarnapur",ODISHA,NA,NA,NA,NA,3,NA,NA,NA,3 persons died.,NA,IMD
UEI-IMD-FL-2014-0063,4/9/2014,10/9/2014,183,Heavy rain,"Amritsar, Fazilka and Gurdaspur",PUNJAB,NA,NA,NA,NA,22,NA,NA,NA,22 persons died in different incidents of house and roof collapse.,Low lying villages inundated.,IMD
UEI-IMD-FL-2014-0064,7/29/2014,7/29/2014,0,Heavy rain,Bhilwara,RAJASTHAN,NA,NA,NA,NA,1,NA,NA,NA,One woman died in Mankadigaon.,NA,IMD
UEI-IMD-FL-2014-0065,3/8/2014,3/8/2014,0,Heavy rain,Hanumangarh,RAJASTHAN,NA,NA,NA,NA,2,NA,NA,NA,2 persons died due to roof collapse in Sotigaon.,NA,IMD
UEI-IMD-FL-2014-0066,11/8/2014,11/8/2014,0,Heavy rain,"Ajmer, Baran, Dausa, Jaipur and Tonk",RAJASTHAN,NA,NA,NA,NA,19,NA,NA,NA,19 persons died due to house collapse and few others swept away.,NA,IMD
UEI-IMD-FL-2014-0067,5/9/2014,5/9/2014,0,Heavy rain,Sri Ganganagar,RAJASTHAN,NA,NA,NA,NA,2,NA,NA,NA,2 persons died.,NA,IMD
UEI-IMD-FL-2014-0068,8/3/2014,8/3/2014,0,Heavy rain,Coimbatore Rural,TAMIL NADU,NA,NA,NA,NA,1,NA,NA,NA,One girl washed away.,NA,IMD
UEI-IMD-FL-2014-0069,6/5/2014,8/5/2014,61,Heavy rain,"Kanniyakumari, Madurai, Nilgiris and Theni",TAMIL NADU,NA,NA,NA,NA,4,3,NA,NA,Kanniyakumari: One child washed away. Madurai: One girl died and 2 others injured due to wall collapse. Nilgiris: 2 women died and other injured due to tree fell on them.,NA,IMD
UEI-IMD-FL-2014-0070,5/21/2014,5/21/2014,0,Heavy rain,Coimbatore and Krishnagiri,TAMIL NADU,NA,NA,NA,NA,2,NA,NA,5000,"Coimbatore: 2 persons died due to wall collapse. Krishnagiri : About 5,000 chickens in 2 poultry sheds died.","Krishnagiri: i) About 2,000 plantations and many trees uprooted. ii) Several houses and huts damaged.",IMD
UEI-IMD-FL-2014-0071,8/22/2014,8/22/2014,0,Heavy rain,Erode,TAMIL NADU,NA,NA,NA,NA,2,NA,NA,NA,2 persons died.,NA,IMD
UEI-IMD-FL-2014-0072,9/23/2014,9/23/2014,0,Heavy rain,"Dindigul, Erode and Virudhunagar",TAMIL NADU,NA,NA,NA,NA,2,NA,NA,NA,2 persons washed away in Erode and other died in Virudhunagar.,12 houses damaged due to landslide in Kodaikanal.,IMD
UEI-IMD-FL-2014-0073,6/9/2014,9/9/2014,92,Heavy rain,"Adilabad, Khammam, Karimnagar and Warangal",TELANGANA,NA,NA,NA,NA,4,NA,NA,NA,4 persons died.,"i) Exrensive damage to crops in 11,777 hectares reported. ii) Damage to about 963 houses reported.",IMD
UEI-IMD-FL-2014-0074,10/27/2014,10/27/2014,0,Heavy rain,Nalgonda,TELANGANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damage to the paddy, cotton crops reported.",IMD
UEI-IMD-FL-2014-0075,6/19/2014,6/25/2014,6,Heavy rain,Parts of Tripura,TRIPURA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400 families rendered homeless.,IMD
UEI-IMD-FL-2014-0076,8/14/2014,8/27/2014,13,"Flood (Ghagra, Rapti, Sarayu and Sharda)","Most parts of Uttar Pradesh ( the worst affected districts Bahraich, Shravasti, Balrampur, Gonda, Barabanki, Lakhimpur Khiri, Sitapur, Faizabad, Basti, Sant Kabir Nagar, Azamgarh, Muzaffarnagar and Siddharth Nagar).",UTTAR PRADESH,NA,NA,NA,NA,82,NA,NA,NA,82 persons died including 6 persons as a boat carrying 6 persons in Rapti river drowned while 12 swept away in Bahraich district in Ghagra river.,"i) Extensive damage to the sugar cane and other crops reported. ii) More than 3 lakh people in about 1500 villages worst affected. iii)Traffic at NH-28 affected. iv)Damage worth crores rupees with crops, cattle and kachcha houses washed away. v) Many people shifted to safer places.",IMD
UEI-IMD-FL-2014-0077,7/27/2014,7/27/2014,0,Heavy rain,Pithoragarh,UTTARAKHAND,NA,NA,NA,NA,6,NA,NA,NA,6 persons died in a landslide in Pangla village.,NA,IMD
UEI-IMD-FL-2014-0078,7/31/2014,7/31/2014,0,Heavy rain,Tehri Garhwal,UTTARAKHAND,NA,NA,NA,NA,5,NA,NA,NA,5 persons died in a landslide in Navthana village.,NA,IMD
UEI-IMD-FL-2014-0079,11/8/2014,11/8/2014,0,Heavy rain,Parts of Uttarakhand,UTTARAKHAND,NA,NA,NA,NA,5,NA,NA,NA,5 persons died.,NA,IMD
UEI-IMD-FL-2013-0001,6/14/2013,6/14/2013,0,Heavy rains,"Adilabad, Karimnagar and Warangal",ANDHRA PRADESH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Damage to 3 houses reported.,IMD
UEI-IMD-FL-2013-0002,12/7/2013,12/7/2013,0,Heavy rains,"Adilabad, Karimnagar, Khammam, Hyderabad and Visakhapatnam",ANDHRA PRADESH,NA,NA,NA,NA,12,NA,NA,NA,12 persons died.,i) Trees/poles uprooted. ii) Rail/road/air traffic disrupted. iii) Roads and houses submerged.,IMD
UEI-IMD-FL-2013-0003,7/16/2013,7/25/2013,9,Heavy rains,"Adilabad, Khammam , Warangal and West Godavari",ANDHRA PRADESH,NA,NA,NA,NA,1,NA,NA,NA,One person died in Adilabad.,"i) Damage to 3 lakhs acres and 69,000 ha. of crop land reported. ii) About 1.10 lakh tones of coal production submerged. iii) More than 250 houses damaged in Adilabad, East & West Godavari, Khammam and Waranga. iv) About 1,475 houses submerged. v) 3,877 km. roads damaged.",IMD
UEI-IMD-FL-2013-0004,7/31/2013,7/31/2013,0,Heavy rains,Adilabad,ANDHRA PRADESH,NA,NA,NA,NA,2,NA,NA,NA,2 persons died.,NA,IMD
UEI-IMD-FL-2013-0005,1/8/2013,4/8/2013,90,Heavy rains,"East Godavari, Khammam, Nalgonda and Warangal",ANDHRA PRADESH,NA,NA,NA,NA,4,NA,NA,NA,4 persons died and other missing.,1 Aug.: 1.5 lakh coal production loss in Adilabad. 3 Aug.: 140 villages submerged in Khammam and East Godavari. 4 Aug.: 68 villages submerged.,IMD
